Day,Classroom,Time,Course,Section
Saturday,39,11:30 AM - 1:00 PM,Computer Architecture,BDS-3A
Saturday,39,1:00 PM - 2:30 PM,Web Development,BSD-1A
Saturday,39,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-2A
Saturday,39,4:00 PM - 5:30 PM,Data Structures,BDS-5A
Saturday,39,5:30 PM - 7:00 PM,Linear Algebra,BDS-5A
Saturday,39,7:00 PM - 8:30 PM,Statistics,BSD-1A
Saturday,40,8:30 AM - 10:00 AM,Database Systems,BDS-4A
Saturday,40,10:00 AM - 11:30 AM,Operating Systems,BCS-2A
Saturday,40,11:30 AM - 1:00 PM,Computer Networks,BDS-7A
Saturday,40,1:00 PM - 2:30 PM,Software Engineering,BDS-2A
Saturday,40,2:30 PM - 4:00 PM,Artificial Intelligence,BSD-1A
Saturday,40,4:00 PM - 5:30 PM,Machine Learning,BDS-4A
Saturday,40,5:30 PM - 7:00 PM,Computer Architecture,BDS-2A
Saturday,40,7:00 PM - 8:30 PM,Web Development,BDS-2A
Saturday,41,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-7A
Saturday,41,10:00 AM - 11:30 AM,Data Structures,BCS-1A
Saturday,41,11:30 AM - 1:00 PM,Linear Algebra,BCS-1A
Saturday,41,1:00 PM - 2:30 PM,Statistics,BDS-5A
Saturday,41,2:30 PM - 4:00 PM,Database Systems,BSD-1A
Saturday,41,4:00 PM - 5:30 PM,Operating Systems,BDS-2A
Saturday,41,5:30 PM - 7:00 PM,Computer Networks,BCS-3A
Saturday,41,7:00 PM - 8:30 PM,Software Engineering,BDS-6A
Saturday,42,8:30 AM - 10:00 AM,Artificial Intelligence,BCS-1A
Saturday,42,10:00 AM - 11:30 AM,Machine Learning,BDS-7A
Saturday,42,11:30 AM - 1:00 PM,Computer Architecture,BSD-1A
Saturday,42,1:00 PM - 2:30 PM,Web Development,BDS-3A
Saturday,42,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-7A
Saturday,42,4:00 PM - 5:30 PM,Data Structures,BCS-1C
Saturday,42,5:30 PM - 7:00 PM,Linear Algebra,BCS-6B
Saturday,42,7:00 PM - 8:30 PM,Statistics,BCS-1A
Saturday,43,8:30 AM - 10:00 AM,Database Systems,BDS-3A
Saturday,43,10:00 AM - 11:30 AM,Operating Systems,BCS-1B
Saturday,43,11:30 AM - 1:00 PM,Computer Networks,BCS-3A
Saturday,43,1:00 PM - 2:30 PM,Software Engineering,BDS-8A
Saturday,43,2:30 PM - 4:00 PM,Artificial Intelligence,BCS-3A
Saturday,43,4:00 PM - 5:30 PM,Machine Learning,BDS-3A
Saturday,43,5:30 PM - 7:00 PM,Computer Architecture,BDS-3A
Saturday,43,7:00 PM - 8:30 PM,Web Development,BDS-8A
Saturday,44,8:30 AM - 10:00 AM,Programming Fundamentals,BDS-3A
Saturday,44,10:00 AM - 11:30 AM,Data Structures,BCS-7A
Saturday,44,11:30 AM - 1:00 PM,Linear Algebra,BCS-1A
Saturday,44,1:00 PM - 2:30 PM,Statistics,BDS-7A
Saturday,44,2:30 PM - 4:00 PM,Database Systems,BDS-8A
Saturday,44,4:00 PM - 5:30 PM,Operating Systems,BCS-1B
Saturday,44,5:30 PM - 7:00 PM,Computer Networks,BCS-1B
Saturday,44,7:00 PM - 8:30 PM,Software Engineering,BDS-4A
Saturday,45,8:30 AM - 10:00 AM,Artificial Intelligence,BDS-8A
Saturday,45,10:00 AM - 11:30 AM,Machine Learning,BDS-7A
Saturday,45,11:30 AM - 1:00 PM,Computer Architecture,BCS-3A
Saturday,45,1:00 PM - 2:30 PM,Web Development,BCS-1B
Saturday,45,2:30 PM - 4:00 PM,Programming Fundamentals,BCS-1B
Saturday,45,4:00 PM - 5:30 PM,Data Structures,BDS-3A
Saturday,45,5:30 PM - 7:00 PM,Linear Algebra,BSD-1A
Saturday,45,7:00 PM - 8:30 PM,Statistics,BDS-3A
Saturday,46,8:30 AM - 10:00 AM,Database Systems,BDS-8A
Saturday,46,10:00 AM - 11:30 AM,Operating Systems,BDS-2A
Saturday,46,11:30 AM - 1:00 PM,Computer Networks,BCS-2A
Saturday,46,1:00 PM - 2:30 PM,Software Engineering,BCS-1B
Saturday,46,2:30 PM - 4:00 PM,Artificial Intelligence,BDS-7A
Saturday,46,4:00 PM - 5:30 PM,Machine Learning,BCS-1B
Saturday,46,5:30 PM - 7:00 PM,Computer Architecture,BDS-7A
Saturday,46,7:00 PM - 8:30 PM,Web Development,BCS-7A
Saturday,47,8:30 AM - 10:00 AM,Programming Fundamentals,BCS-1C
Saturday,47,10:00 AM - 11:30 AM,Data Structures,BCS-3A
Saturday,47,11:30 AM - 1:00 PM,Linear Algebra,BDS-5A
Saturday,47,1:00 PM - 2:30 PM,Statistics,BCS-1C
Saturday,47,2:30 PM - 4:00 PM,Database Systems,BCS-1A
Saturday,47,4:00 PM - 5:30 PM,Operating Systems,BDS-4A
Saturday,47,5:30 PM - 7:00 PM,Computer Networks,BCS-3A
Saturday,47,7:00 PM - 8:30 PM,Software Engineering,BCS-3A
Saturday,48,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BDS-2A
Saturday,48,10:00 AM - 11:30 AM,Data Structures Lab,BDS-2A
Saturday,48,11:30 AM - 1:00 PM,Database Systems Lab,BSD-1A
Saturday,48,1:00 PM - 2:30 PM,Operating Systems Lab,BCS-6B
Saturday,48,2:30 PM - 4:00 PM,AI Lab,BCS-3A
Saturday,48,4:00 PM - 5:30 PM,ML Lab,BCS-3A
Saturday,48,5:30 PM - 7:00 PM,Networks Lab,BSD-1A
Saturday,48,7:00 PM - 8:30 PM,Web Dev Lab,BDS-4A
Saturday,49,8:30 AM - 10:00 AM,Programming Fundamentals Lab,BCS-2A
Saturday,49,10:00 AM - 11:30 AM,Data Structures Lab,BDS-8A
Saturday,49,11:30 AM - 1:00 PM,Database Systems Lab,BCS-2A
Saturday,49,1:00 PM - 2:30 PM,Operating Systems Lab,BCS-3A
Saturday,49,2:30 PM - 4:00 PM,AI Lab,BDS-8A
Saturday,49,4:00 PM - 5:30 PM,ML Lab,BDS-4A
Saturday,49,5:30 PM - 7:00 PM,Networks Lab,BCS-6B
Saturday,49,7:00 PM - 8:30 PM,Web Dev Lab,BCS-6B
